openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2018-07-11,432.55000000,452.69000000,424.20000000,444.99000000,159022.59726000,1531353599999,69570597.66509430,112252,85990.23185000,37626468.19220380,0
2018-07-12,444.99000000,445.36000000,416.94000000,431.14000000,181877.07924000,1531439999999,78631113.02919770,111503,101290.82828000,43799024.45252790,0
2018-07-13,431.14000000,442.47000000,424.62000000,432.46000000,150320.32532000,1531526399999,65466673.80491960,99117,81371.87673000,35442637.90631020,0
2018-07-14,432.43000000,440.00000000,428.26000000,433.19000000,122253.69397000,1531612799999,53029892.40318110,79509,72906.83361000,31627671.97026280,0
2018-07-15,433.20000000,455.00000000,430.52000000,449.78000000,140415.27048000,1531699199999,62248916.05994890,78257,83636.14838000,37050781.76523650,0
2018-07-16,449.79000000,480.57000000,444.03000000,478.49000000,172440.71343000,1531785599999,80398354.46332060,116672,99228.45035000,46259198.09739170,0
2018-07-17,478.49000000,512.00000000,465.29000000,498.76000000,215318.06761000,1531871999999,104290230.16178820,144066,118908.05146000,57519967.57733730,0
2018-07-18,498.89000000,515.47000000,468.01000000,479.41000000,236137.80710000,1531958399999,116671540.51528840,173309,122445.16627000,60554380.19839700,0
2018-07-19,479.40000000,484.15000000,462.57000000,468.57000000,171308.06705000,1532044799999,81153216.49101450,121771,97244.90030000,46084638.39383530,0
2018-07-20,468.70000000,471.02000000,440.00000000,449.04000000,160873.38244000,1532131199999,73878492.44252780,123785,81057.29032000,37275783.68507770,0
2018-07-21,449.04000000,468.97000000,441.18000000,460.23000000,74259.64067000,1532217599999,34051603.36042300,66636,37303.33186000,17121844.75641110,0
2018-07-22,460.23000000,472.20000000,454.19000000,457.47000000,60684.89595000,1532303999999,28129475.21383080,53867,28621.80676000,13284492.47408280,0
2018-07-23,457.47000000,469.82000000,447.11000000,450.05000000,106561.46081000,1532390399999,49054903.28138910,86295,51980.77017000,23937332.08969020,0
2018-07-24,450.05000000,484.27000000,448.47000000,479.28000000,158286.75900000,1532476799999,74269738.41783400,112642,76360.60296000,35882686.71978130,0
2018-07-25,479.24000000,485.77000000,464.00000000,472.10000000,170475.54936000,1532563199999,80868121.11250760,118086,94194.88985000,44696542.63729050,0
2018-07-26,472.11000000,485.00000000,460.00000000,462.64000000,173976.21920000,1532649599999,82819272.57300700,107846,95773.24069000,45626553.01159210,0
2018-07-27,462.17000000,474.00000000,455.84000000,470.09000000,198304.79211000,1532735999999,92234746.45676790,108861,113018.96187000,52575063.67718010,0
2018-07-28,470.09000000,472.00000000,460.82000000,469.29000000,156862.59361000,1532822399999,73310723.77667840,81561,89123.41730000,41662718.77977410,0
2018-07-29,468.44000000,472.00000000,461.60000000,466.40000000,138747.56334000,1532908799999,64627164.92265950,79843,84060.13513000,39153536.92298920,0
2018-07-30,466.40000000,469.79000000,446.10000000,456.23000000,179581.79415000,1532995199999,82428123.80692930,103093,102539.77663000,47101227.29554600,0
2018-07-31,456.19000000,457.30000000,427.00000000,432.22000000,214913.57229000,1533081599999,94399725.75134350,117935,118282.94441000,51983444.12760760,0
2018-08-01,432.20000000,434.99000000,406.55000000,420.41000000,209570.08440000,1533167999999,88066594.00855250,122508,115837.44289000,48707330.00433190,0
2018-08-02,420.37000000,425.52000000,407.43000000,410.62000000,178421.10672000,1533254399999,74102793.62542670,103504,105752.67959000,43924828.97270880,0
2018-08-03,410.62000000,420.01000000,396.61000000,417.52000000,201156.61154000,1533340799999,82442762.71249700,122785,114911.02628000,47076755.61890580,0
2018-08-04,417.58000000,419.53000000,401.86000000,407.21000000,179498.57515000,1533427199999,73796154.80386840,102597,96430.98330000,39664944.54014030,0
2018-08-05,407.21000000,413.24000000,400.16000000,408.79000000,158913.77206000,1533513599999,64593904.83629980,78475,91537.60835000,37214420.73518310,0
2018-08-06,408.77000000,413.28000000,397.08000000,405.28000000,166496.42465000,1533599999999,67757484.94464980,98135,97590.22740000,39706844.48469720,0
2018-08-07,405.19000000,412.76000000,369.19000000,378.21000000,207706.11078000,1533686399999,83083795.04582170,123346,113801.12912000,45652241.94511330,0
2018-08-08,378.20000000,380.42000000,347.25000000,355.48000000,275047.10788000,1533772799999,100391980.19489900,170291,144570.45535000,52782619.65080610,0
2018-08-09,355.48000000,369.90000000,350.51000000,363.30000000,244268.20567000,1533859199999,88131409.53954460,137786,145454.80592000,52502002.37755500,0
2018-08-10,363.21000000,365.87000000,325.95000000,331.81000000,264274.13378000,1533945599999,93178451.14029400,165093,153430.86397000,54052552.89872920,0
2018-08-11,331.88000000,332.98000000,304.45000000,317.69000000,335634.67243000,1534031999999,106734997.23208700,167715,190429.83797000,60544879.17446210,0
2018-08-12,317.49000000,327.13000000,313.42000000,317.89000000,135524.79994000,1534118399999,43466733.74595540,77747,72044.60895000,23107632.44890000,0
2018-08-13,317.96000000,321.99000000,280.68000000,283.81000000,307713.22214000,1534204799999,94158006.48894560,141534,170319.23908000,52333358.83218000,0
2018-08-14,283.81000000,283.81000000,250.00000000,278.41000000,485174.37541000,1534291199999,127753385.00917960,221194,256386.28026000,67516169.19203640,0
2018-08-15,278.47000000,304.45000000,276.30000000,281.12000000,438620.64156000,1534377599999,126037140.72604480,198830,237497.51747000,68234542.58216470,0
2018-08-16,281.46000000,298.60000000,277.55000000,287.17000000,235665.25510000,1534463999999,67837020.50663960,116200,128676.26081000,37029577.04272600,0
2018-08-17,286.84000000,318.00000000,285.00000000,317.51000000,342556.46068000,1534550399999,103050444.61959690,169216,198067.38404000,59602541.76952850,0
2018-08-18,317.51000000,321.33000000,281.79000000,294.11000000,384021.38829000,1534636799999,115559326.57019960,170896,220483.98287000,66361105.46472390,0
2018-08-19,294.10000000,307.40000000,288.20000000,299.42000000,288483.44841000,1534723199999,85661942.28847030,118166,162261.59844000,48158028.46659810,0
2018-08-20,299.30000000,304.04000000,269.50000000,270.51000000,219153.78936000,1534809599999,63253937.41948380,122863,107455.93470000,31132322.55606230,0
2018-08-21,270.51000000,285.90000000,269.70000000,281.21000000,224701.57671000,1534895999999,62384768.40798150,113749,126787.10956000,35205159.75673650,0
2018-08-22,281.09000000,298.89000000,259.50000000,270.80000000,403936.78303000,1534982399999,113458567.79312970,177686,218966.93214000,61495354.87043310,0
2018-08-23,270.68000000,280.30000000,267.55000000,275.99000000,277304.60909000,1535068799999,75819913.19992670,127845,158898.27378000,43439514.33562730,0
2018-08-24,276.06000000,283.10000000,270.22000000,281.19000000,271850.21373000,1535155199999,75029435.42828710,124399,158416.07588000,43723431.17381480,0
2018-08-25,281.05000000,282.71000000,275.99000000,277.55000000,253375.49477000,1535241599999,70728357.00548380,107965,157791.24933000,44045098.25481810,0
2018-08-26,277.54000000,277.91000000,268.69000000,274.29000000,232525.94970000,1535327999999,63548492.83810710,113465,133025.57261000,36355269.29288880,0
2018-08-27,274.17000000,288.15000000,271.59000000,287.71000000,281020.64727000,1535414399999,77863316.00427580,134261,156547.23734000,43366757.01954320,0
2018-08-28,287.71000000,298.00000000,282.66000000,295.44000000,318323.28971000,1535500799999,91895213.46380330,171500,173036.52810000,49975850.25072230,0
2018-08-29,295.44000000,297.00000000,283.55000000,288.40000000,324275.47324000,1535587199999,94515756.41588040,141609,182459.57660000,53177630.47089970,0
2018-08-30,288.35000000,291.00000000,271.88000000,283.89000000,336993.14413000,1535673599999,94748097.37493510,149454,191694.71097000,53916118.42218840,0
2018-08-31,283.90000000,289.00000000,276.59000000,281.41000000,302663.37038000,1535759999999,84967488.71086210,124162,187469.06740000,52639757.47930670,0
2018-09-01,281.46000000,302.00000000,281.34000000,295.71000000,294944.44010000,1535846399999,86146416.36807980,134032,163908.01119000,47889088.94576490,0
2018-09-02,295.80000000,299.33000000,288.87000000,295.41000000,153300.06112000,1535932799999,45141040.56271570,76484,71133.02958000,20958375.73255140,0
2018-09-03,295.51000000,296.62000000,285.99000000,289.09000000,274753.70062000,1536019199999,79640131.70631100,115284,152262.97792000,44128911.76269150,0
2018-09-04,289.09000000,292.64000000,283.00000000,285.30000000,330102.19000000,1536105599999,94920949.99211530,128936,193173.09686000,55562351.75121160,0
2018-09-05,285.18000000,287.62000000,227.00000000,228.53000000,528734.31960000,1536191999999,136620123.95912970,218243,286451.21575000,74193953.75973460,0
2018-09-06,228.28000000,233.19000000,212.00000000,229.70000000,552996.86567000,1536278399999,124860778.37712370,241166,297294.35122000,67167268.30253020,0
2018-09-07,229.73000000,234.69000000,213.50000000,215.22000000,398379.81741000,1536364799999,88670418.82386840,162430,220763.87778000,49173358.26253810,0
2018-09-08,215.19000000,220.20000000,190.01000000,196.71000000,318859.84904000,1536451199999,65385376.78938820,111890,151369.34224000,31021414.44579680,0
2018-09-09,196.87000000,208.60000000,185.02000000,195.81000000,429255.02592000,1536537599999,84861381.28329790,144803,222485.70012000,44017260.94132890,0
2018-09-10,196.13000000,203.42000000,187.10000000,197.15000000,418489.86663000,1536623999999,81950595.01648790,146713,231386.57310000,45315478.62622280,0
2018-09-11,197.22000000,200.20000000,176.16000000,185.18000000,476745.79216000,1536710399999,89920137.19657440,163958,251458.10305000,47417179.05277070,0
2018-09-12,185.14000000,185.22000000,167.32000000,183.12000000,504047.79165000,1536796799999,88384821.01117540,150831,235314.87315000,41294683.19045310,0
2018-09-13,183.17000000,215.00000000,183.15000000,210.68000000,739503.34051000,1536883199999,147281547.16689090,222128,389380.40825000,77533207.49381860,0
2018-09-14,210.91000000,224.20000000,202.60000000,208.82000000,833945.82573000,1536969599999,177613712.10354910,249947,431817.33588000,91986680.23695270,0
2018-09-15,208.55000000,227.42000000,207.64000000,221.29000000,441046.52933000,1537055999999,96594593.56033220,125321,227148.73590000,49673640.96818580,0
2018-09-16,221.62000000,223.50000000,208.10000000,220.17000000,425538.57709000,1537142399999,92372399.95532080,130886,219213.18560000,47631554.25553750,0
2018-09-17,220.24000000,225.00000000,192.40000000,196.16000000,825020.77445000,1537228799999,173019109.87349840,224178,407677.72108000,85546654.95376620,0
2018-09-18,196.25000000,215.47000000,193.47000000,208.17000000,584366.15014000,1537315199999,118777847.57446470,167048,324327.01972000,65775718.59477810,0
2018-09-19,208.42000000,214.84000000,197.58000000,209.79000000,496100.46639000,1537401599999,103133667.41051730,128769,245353.13395000,51067306.10476860,0
2018-09-20,209.79000000,226.68000000,205.56000000,224.00000000,573632.24236000,1537487999999,121706784.81740970,172813,315415.04964000,66968377.48168580,0
2018-09-21,224.00000000,252.11000000,220.66000000,247.73000000,841029.12948000,1537574399999,195225669.82388660,257566,430108.24564000,99869857.85256860,0
2018-09-22,247.67000000,255.13000000,232.70000000,241.01000000,423740.74030000,1537660799999,102510891.93455690,127522,211238.15259000,51125089.99511710,0
2018-09-23,241.01000000,249.73000000,237.00000000,244.50000000,235214.14917000,1537747199999,57084614.92800210,86877,108787.74422000,26402498.39519890,0
2018-09-24,244.54000000,246.20000000,225.30000000,228.06000000,350139.15050000,1537833599999,82504630.51764780,122214,164879.83597000,38890986.39654500,0
2018-09-25,228.06000000,228.10000000,203.61000000,219.62000000,710650.70970000,1537919999999,151991600.88208400,241874,390268.09596000,83412079.81164120,0
2018-09-26,219.50000000,223.60000000,207.50000000,214.42000000,613754.27743000,1538006399999,132187818.90105360,200388,339911.10483000,73246259.53953830,0
2018-09-27,214.38000000,234.00000000,205.01000000,229.13000000,582274.44087000,1538092799999,128104933.39323390,185910,317608.07827000,69905489.05421960,0
2018-09-28,229.10000000,234.42000000,215.53000000,221.84000000,618434.62488000,1538179199999,139637602.09812200,196556,330847.15286000,74724013.93684560,0
2018-09-29,221.89000000,237.77000000,214.18000000,231.62000000,604000.95586000,1538265599999,137238908.37637110,193800,337563.48201000,76754299.34783340,0
2018-09-30,231.62000000,239.00000000,226.50000000,232.94000000,432195.44084000,1538351999999,100778882.03079220,164400,235766.76855000,54968264.41030460,0
2018-10-01,233.04000000,235.88000000,224.46000000,231.61000000,322900.46128000,1538438399999,74363466.52099590,120621,176182.83061000,40588418.39909030,0
2018-10-02,231.62000000,232.51000000,223.37000000,225.69000000,401305.32707000,1538524799999,91706335.33823730,148279,228211.16079000,52173648.38398320,0
2018-10-03,225.70000000,226.43000000,216.51000000,220.77000000,275609.26221000,1538611199999,60784387.69608890,112473,141132.70437000,31150810.80888480,0
2018-10-04,220.67000000,227.16000000,219.49000000,222.66000000,158137.42967000,1538697599999,35468959.25835700,64786,77296.74943000,17346309.40179260,0
2018-10-05,222.66000000,231.75000000,219.35000000,228.37000000,137730.35786000,1538783999999,30900558.88443500,54454,74414.80402000,16710304.53931000,0
2018-10-06,228.36000000,228.86000000,223.15000000,225.40000000,100257.56970000,1538870399999,22656352.81663080,35875,48633.62556000,10989400.98779490,0
2018-10-07,225.39000000,227.75000000,221.48000000,226.14000000,74733.67253000,1538956799999,16774573.68800580,29693,40087.21912000,9003359.20953720,0
2018-10-08,226.26000000,232.70000000,224.21000000,230.01000000,210989.42202000,1539043199999,48017160.06308450,77786,106890.41908000,24317004.14568940,0
2018-10-09,230.01000000,231.02000000,226.56000000,228.40000000,100246.18430000,1539129599999,22933859.79064380,42266,52442.48288000,11998665.98409110,0
2018-10-10,228.40000000,228.78000000,224.05000000,226.74000000,122748.21412000,1539215999999,27773272.15744840,54578,58207.63913000,13172368.83296020,0
2018-10-11,226.70000000,226.91000000,189.01000000,191.58000000,497258.82871000,1539302399999,101069066.82726070,189200,230886.01677000,46838920.44663780,0
2018-10-12,191.55000000,201.87000000,190.04000000,196.96000000,216448.39220000,1539388799999,42627353.07646740,90790,112428.96387000,22135676.61731480,0
2018-10-13,196.96000000,202.78000000,196.27000000,201.30000000,107215.52620000,1539475199999,21498264.31139700,45954,57258.85173000,11483885.95484300,0
2018-10-14,201.39000000,203.56000000,194.33000000,197.01000000,110554.19361000,1539561599999,22180535.06883990,37339,53844.86520000,10808020.25616980,0
2018-10-15,196.84000000,239.00000000,194.60000000,214.39000000,973857.74770000,1539647999999,212166629.59507260,298845,523552.38281000,113908636.25042370,0
2018-10-16,214.39000000,219.95000000,211.55000000,215.09000000,145980.09837000,1539734399999,31315676.32296060,83944,72612.23417000,15580751.58457780,0
2018-10-17,215.20000000,216.99000000,210.00000000,212.85000000,153768.85024000,1539820799999,32834161.51601670,75663,78491.75799000,16760539.16908680,0
2018-10-18,212.90000000,215.30000000,203.53000000,206.24000000,150229.60097000,1539907199999,31567845.71809020,85942,69532.65452000,14630283.78096430,0
2018-10-19,206.25000000,208.00000000,204.21000000,205.00000000,254660.48637000,1539993599999,52458006.51466880,84457,151057.44570000,31110941.14044030,0
2018-10-20,205.10000000,209.69000000,203.57000000,207.91000000,62376.69680000,1540079999999,12936322.34319640,34666,31465.35969000,6527701.49962000,0
2018-10-21,207.91000000,211.99000000,206.74000000,207.49000000,83277.36128000,1540166399999,17462109.68999690,40862,41453.18493000,8696868.90764970,0
2018-10-22,207.46000000,209.30000000,205.00000000,206.67000000,206046.89963000,1540252799999,42711588.92382880,72089,119499.29899000,24772969.47036420,0
2018-10-23,206.67000000,207.80000000,202.14000000,205.85000000,112753.04140000,1540339199999,23146110.00400410,50937,59084.69973000,12132187.62626190,0
2018-10-24,205.85000000,207.95000000,204.73000000,205.35000000,97128.82698000,1540425599999,20049428.20462690,47453,50652.00247000,10458929.82398560,0
2018-10-25,205.35000000,205.94000000,202.88000000,203.93000000,77411.57217000,1540511999999,15820355.20480380,37923,38493.07311000,7868721.03717570,0
2018-10-26,203.84000000,209.00000000,203.00000000,204.92000000,91143.83291000,1540598399999,18707018.78400620,49864,48380.29105000,9927951.16727730,0
2018-10-27,204.92000000,206.15000000,203.09000000,204.45000000,50235.68329000,1540684799999,10280846.41454380,52419,25242.25884000,5166879.06103610,0
2018-10-28,204.45000000,205.94000000,203.62000000,204.99000000,44394.83357000,1540771199999,9084565.91575480,37134,22645.86435000,4634716.07430840,0
2018-10-29,204.99000000,205.49000000,195.28000000,196.96000000,118281.82272000,1540857599999,23671711.39375940,70893,59069.05972000,11818869.63774720,0
2018-10-30,196.95000000,198.60000000,195.91000000,197.27000000,83633.81463000,1540943999999,16501372.86331760,56433,45584.27013000,8993924.18017700,0
2018-10-31,197.24000000,201.45000000,193.01000000,198.73000000,114739.70424000,1541030399999,22632315.26025980,68261,58800.95652000,11598482.10531360,0
2018-11-01,198.70000000,200.95000000,197.88000000,199.96000000,86097.98629000,1541116799999,17116621.53518450,53873,43875.99353000,8723326.29268980,0
2018-11-02,199.93000000,203.74000000,199.34000000,202.35000000,97123.22813000,1541203199999,19559214.41922490,61401,51072.05675000,10286643.96388760,0
2018-11-03,202.31000000,202.69000000,198.59000000,200.31000000,72084.92932000,1541289599999,14456528.37756080,46801,37513.43651000,7523960.01069030,0
2018-11-04,200.27000000,218.76000000,199.00000000,212.11000000,182534.62160000,1541375999999,37959621.56827300,112393,88110.04676000,18285802.32024480,0
2018-11-05,212.13000000,213.39000000,207.62000000,210.66000000,141432.14060000,1541462399999,29714567.41063420,81531,68965.02718000,14490421.23884390,0
2018-11-06,210.64000000,221.25000000,209.11000000,220.74000000,197797.49527000,1541548799999,42534535.86399380,110906,102842.82059000,22122844.87869030,0
2018-11-07,220.77000000,224.80000000,217.01000000,219.07000000,204931.03420000,1541635199999,45252424.08522850,105883,105369.57327000,23268295.24452770,0
2018-11-08,219.06000000,220.78000000,212.49000000,212.79000000,189828.49450000,1541721599999,40931506.14842200,93113,92343.52623000,19912380.18287460,0
2018-11-09,212.79000000,215.51000000,209.10000000,210.77000000,152215.94686000,1541807999999,32309082.19758870,72814,77629.77249000,16481981.72638100,0
2018-11-10,210.78000000,215.55000000,209.02000000,213.25000000,131384.47893000,1541894399999,28019225.01008270,66005,66492.43466000,14185761.80357030,0
2018-11-11,213.27000000,213.99000000,209.00000000,212.54000000,136268.81156000,1541980799999,28875079.88494740,66072,75709.01023000,16042851.24214990,0
2018-11-12,212.60000000,214.22000000,210.90000000,212.89000000,99963.97203000,1542067199999,21271725.18458190,52826,56179.71278000,11952859.05119620,0
2018-11-13,212.91000000,213.80000000,209.20000000,209.84000000,114466.36708000,1542153599999,24176049.60623050,65826,58200.67321000,12297089.22937620,0
2018-11-14,209.84000000,210.30000000,176.16000000,187.43000000,434676.16832000,1542239999999,82531353.97666220,187653,201248.23817000,38153679.63308410,0
2018-11-15,187.43000000,190.00000000,170.99000000,184.35000000,452416.10784000,1542326399999,81674273.88577710,212442,223248.21322000,40339789.07470610,0
2018-11-16,184.35000000,185.00000000,173.00000000,176.89000000,241710.34763000,1542412799999,43450649.94837800,120635,125640.29040000,22598994.40447790,0
2018-11-17,176.93000000,177.91000000,173.94000000,176.20000000,144804.70986000,1542499199999,25452515.63649880,77570,76336.23170000,13420116.02964570,0
2018-11-18,176.20000000,182.94000000,176.10000000,178.97000000,141736.32263000,1542585599999,25261184.09280330,68702,70761.12569000,12614641.43990480,0
2018-11-19,179.04000000,179.33000000,146.47000000,150.81000000,596789.83916000,1542671999999,94639227.03137130,224184,299681.11547000,47536676.76593290,0
2018-11-20,150.76000000,154.70000000,126.95000000,133.82000000,996552.28721000,1542758399999,139191208.45509280,357568,474492.98015000,66370500.54583920,0
2018-11-21,133.68000000,142.01000000,127.15000000,138.23000000,718957.78552000,1542844799999,97819681.49053970,246564,352855.41036000,47980901.20280230,0
2018-11-22,138.36000000,140.40000000,125.64000000,126.63000000,334674.07185000,1542931199999,44837388.45127140,117670,163681.62460000,21961275.70649040,0
2018-11-23,126.58000000,128.90000000,118.56000000,125.02000000,504352.24386000,1543017599999,62657024.04869370,166040,251961.06141000,31321124.88731250,0
2018-11-24,125.00000000,130.81000000,112.32000000,114.89000000,471321.56764000,1543103999999,57264800.06658080,153585,234287.59828000,28530546.44903660,0
2018-11-25,114.83000000,122.35000000,102.95000000,118.67000000,836233.31252000,1543190399999,93723314.12344660,264902,431382.20248000,48359160.07911460,0
2018-11-26,118.65000000,121.50000000,106.41000000,110.68000000,679477.36231000,1543276799999,77209761.82756870,224339,347673.90799000,39522303.25509760,0
2018-11-27,110.66000000,114.31000000,102.36000000,111.43000000,524024.40616000,1543363199999,56638056.00911720,179214,269149.99554000,29109359.25630580,0
2018-11-28,111.38000000,126.80000000,111.37000000,122.90000000,578552.74124000,1543449599999,68485222.44341630,195923,293313.44643000,34730406.64276100,0
2018-11-29,122.88000000,124.00000000,114.78000000,117.98000000,478777.39614000,1543535999999,57140533.57326480,180848,245948.78826000,29354053.08270710,0
2018-11-30,117.99000000,120.26000000,111.09000000,113.73000000,418593.63529000,1543622399999,48362085.78184220,153866,211057.08821000,24378341.39237240,0
2018-12-01,113.71000000,120.80000000,111.35000000,118.10000000,330159.06742000,1543708799999,38614493.62645990,122161,171713.25495000,20091644.94406920,0
2018-12-02,118.09000000,120.73000000,116.00000000,116.57000000,273657.62150000,1543795199999,32184013.76013480,102151,145750.16201000,17149582.83845340,0
2018-12-03,116.63000000,116.96000000,106.70000000,108.76000000,324446.03324000,1543881599999,36185196.19488890,115448,162115.32188000,18070730.29205670,0
2018-12-04,108.76000000,113.20000000,106.00000000,109.94000000,275321.00630000,1543967999999,30365546.75213670,111872,137238.32415000,15151241.28252630,0
2018-12-05,109.92000000,110.58000000,102.38000000,102.71000000,354071.53241000,1544054399999,37519336.07183170,111602,157870.88819000,16746705.98583070,0
2018-12-06,102.73000000,104.68000000,90.20000000,91.00000000,586138.59043000,1544140799999,58114721.75106340,188007,276836.87889000,27453203.27947790,0
2018-12-07,91.18000000,96.90000000,82.07000000,93.05000000,1030073.58467000,1544227199999,90499447.33784200,307599,512506.96835000,45045165.33900280,0
2018-12-08,93.06000000,98.00000000,84.55000000,90.38000000,698217.12529000,1544313599999,63224518.54738930,228982,357487.07890000,32388503.04913500,0
2018-12-09,90.39000000,98.70000000,88.63000000,93.26000000,520519.36023000,1544399999999,48533111.85201080,158700,269537.22219000,25120190.99500730,0
2018-12-10,93.26000000,95.21000000,88.11000000,89.91000000,408573.02929000,1544486399999,37180525.45731090,119278,203916.35229000,18552000.12341420,0
2018-12-11,89.88000000,91.65000000,85.83000000,87.76000000,339991.84246000,1544572799999,30055007.21960900,104079,176249.02302000,15587578.16906100,0
2018-12-12,87.77000000,91.31000000,86.63000000,89.41000000,285436.04029000,1544659199999,25500398.92865360,86407,140538.70620000,12555016.95659360,0
2018-12-13,89.39000000,90.71000000,84.71000000,86.34000000,331218.30083000,1544745599999,29089359.83130120,94842,165833.73289000,14570456.25234860,0
2018-12-14,86.35000000,87.25000000,82.20000000,83.82000000,318003.73427000,1544831999999,27041687.80010720,102917,163056.11732000,13866423.31554280,0
2018-12-15,83.82000000,85.00000000,81.79000000,83.76000000,217360.65775000,1544918399999,18169124.00023020,83696,112417.15502000,9399655.75292960,0
2018-12-16,83.75000000,87.64000000,83.73000000,84.67000000,241366.76305000,1545004799999,20783723.69307070,78098,122970.75808000,10586916.04499740,0
2018-12-17,84.68000000,97.00000000,84.40000000,94.02000000,472252.23388000,1545091199999,42965553.41586940,156319,253291.04756000,23061523.29687090,0
2018-12-18,94.03000000,101.30000000,91.34000000,100.39000000,529946.79175000,1545177599999,50202945.79170170,173951,276927.03282000,26305895.16900560,0
2018-12-19,100.39000000,107.55000000,97.75000000,98.74000000,827748.59096000,1545263999999,84862730.23336790,258340,410278.15520000,42042979.40821500,0
2018-12-20,98.73000000,116.00000000,97.88000000,114.05000000,859612.57205000,1545350399999,93128082.54800730,272100,435953.37011000,47118640.37954670,0
2018-12-21,113.71000000,118.00000000,104.76000000,107.69000000,666048.71786000,1545436799999,74510414.58797520,242389,329476.24747000,36898334.87146020,0
2018-12-22,107.67000000,115.50000000,105.38000000,115.20000000,405672.83117000,1545523199999,44814571.60969250,159158,205365.41855000,22693637.86211100,0
2018-12-23,115.18000000,131.94000000,114.91000000,129.03000000,936094.10490000,1545609599999,118250392.55509720,302293,471552.23072000,59521574.56058990,0
2018-12-24,129.03000000,157.67000000,128.80000000,138.03000000,1319609.81650000,1545695999999,190137361.06587730,426763,661539.16353000,95340364.83083320,0
2018-12-25,138.01000000,139.26000000,119.68000000,127.60000000,1076164.12809000,1545782399999,136600862.04267630,328349,533800.53410000,67748386.42543390,0
2018-12-26,127.61000000,135.32000000,122.51000000,129.35000000,794834.05601000,1545868799999,102196717.39505570,258222,404012.07869000,51948808.10703720,0
2018-12-27,129.35000000,131.09000000,111.22000000,113.80000000,752177.90111000,1545955199999,90456912.88835210,230428,395194.15934000,47373739.42026310,0
2018-12-28,113.75000000,136.66000000,111.87000000,135.30000000,894454.19051000,1546041599999,111865576.49775780,248671,451231.25265000,56341444.48081190,0
2018-12-29,135.30000000,145.42000000,128.50000000,132.89000000,1006654.49844000,1546127999999,136479145.94234730,291165,504750.91747000,68468604.55882280,0
2018-12-30,133.00000000,139.00000000,127.03000000,137.77000000,704259.41614000,1546214399999,94804050.49336160,232606,357472.20343000,48147201.06632660,0
